id,trackable_id,trackable_uid,mac_address,ts,x,y,z,area_uid,project_uid,inactive
7547609,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:00:49.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547610,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:00:50.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547611,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:00:51.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547612,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:00:52.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547613,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:00:53.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547614,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:00:54.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547615,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:01:49.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547616,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:01:50.689,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547617,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:01:51.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547618,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:01:52.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547619,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:01:53.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547620,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:03:50.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547621,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:03:51.689,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547622,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:03:52.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547623,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:03:53.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547624,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:03:54.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547625,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:04:50.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547626,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:04:51.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547627,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:04:52.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547628,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:04:53.680,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547629,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:04:54.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547630,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:05:50.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547631,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:05:51.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547632,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:05:52.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547633,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:05:53.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547634,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:05:54.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547635,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:06:50.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547636,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:06:51.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547637,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:06:52.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547638,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:06:53.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547639,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:06:54.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547640,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:07:50.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547641,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:07:51.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547642,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:07:52.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547643,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:07:53.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547644,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:08:49.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547645,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:08:50.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547646,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:08:51.664,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547647,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:08:52.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547648,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:08:53.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547649,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:08:54.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547650,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:09:49.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547651,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:09:50.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547652,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:09:51.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547653,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:09:52.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547654,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:09:53.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547655,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:09:54.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547656,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:10:49.719,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547657,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:10:50.679,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547658,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:10:51.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547659,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:10:52.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547660,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:10:53.709,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547661,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:10:54.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547662,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:11:49.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547663,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:11:50.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547664,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:11:51.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547665,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:11:52.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547666,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:11:53.689,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547667,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:12:49.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547668,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:12:50.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547669,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:12:51.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547670,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:12:52.689,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547671,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:12:53.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547672,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:12:54.685,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547673,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:13:49.669,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547674,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:13:50.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547675,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:13:51.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547676,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:13:52.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547677,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:13:53.674,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
7547678,17,hAKuJkSaRWaTxxWPA2dlDQ,E4956EA43C23,2025-10-18 00:13:54.684,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
