id,trackable_id,trackable_uid,mac_address,ts,x,y,z,area_uid,project_uid,inactive
5716715,60,zzS2UHm5TR2-dtSUj2_zPg,E4956EA4321A,2025-10-11 00:21:29.629,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716716,62,GujCOTc6QLCBzKE693namQ,E4956EA43E09,2025-10-11 00:21:29.634,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716717,75,2fqQcBxkRXSG6A7nicXcWA,E4956EA433DB,2025-10-11 00:21:29.634,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716718,33,UzvAiaqGQPieKmnrOpLe5g,E4956EA43AEA,2025-10-11 00:21:30.625,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716719,75,2fqQcBxkRXSG6A7nicXcWA,E4956EA433DB,2025-10-11 00:21:30.625,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716720,62,GujCOTc6QLCBzKE693namQ,E4956EA43E09,2025-10-11 00:21:30.639,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716721,60,zzS2UHm5TR2-dtSUj2_zPg,E4956EA4321A,2025-10-11 00:21:30.639,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716722,62,GujCOTc6QLCBzKE693namQ,E4956EA43E09,2025-10-11 00:21:31.624,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716723,33,UzvAiaqGQPieKmnrOpLe5g,E4956EA43AEA,2025-10-11 00:21:31.639,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716724,60,zzS2UHm5TR2-dtSUj2_zPg,E4956EA4321A,2025-10-11 00:21:31.639,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716725,75,2fqQcBxkRXSG6A7nicXcWA,E4956EA433DB,2025-10-11 00:21:31.659,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716726,62,GujCOTc6QLCBzKE693namQ,E4956EA43E09,2025-10-11 00:21:32.624,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716727,33,UzvAiaqGQPieKmnrOpLe5g,E4956EA43AEA,2025-10-11 00:21:32.644,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716728,75,2fqQcBxkRXSG6A7nicXcWA,E4956EA433DB,2025-10-11 00:21:32.654,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716729,60,zzS2UHm5TR2-dtSUj2_zPg,E4956EA4321A,2025-10-11 00:21:32.664,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716730,60,zzS2UHm5TR2-dtSUj2_zPg,E4956EA4321A,2025-10-11 00:21:33.640,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716731,62,GujCOTc6QLCBzKE693namQ,E4956EA43E09,2025-10-11 00:21:33.654,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716732,75,2fqQcBxkRXSG6A7nicXcWA,E4956EA433DB,2025-10-11 00:21:33.659,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716733,63,fHw_JHS4SZuTbfLwVYCCFA,E4956EA43E0E,2025-10-11 00:23:47.634,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716734,68,EADbsedTS-WMReS-aEaFWw,E4956EA4436D,2025-10-11 00:23:47.639,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716735,60,zzS2UHm5TR2-dtSUj2_zPg,E4956EA4321A,2025-10-11 00:23:47.639,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
5716736,12,-tNbroPBQ4WOIP5r04zL7Q,E4956EA43B44,2025-10-11 00:23:47.639,5818,2877,1000,FYwmL6lVTcis5JZQxfH2RA,2EutI3dtT9uD-Th0attiNA,0
